comments,star_rating,tags,compound,sentiment_category,professor_name,ranked_tags_w2v,Tag1,Tag2,Tag3,Tag4,Tag5
"WOW, he is useless, left me confused after almost every lecture. Probably knows his stuff but can\'t teach at all. His quiz questions are rediculously hard also, the only way to get them is go to a tutorial. He always asks the class if its ""ok?"" and assumes that the silence means it probably is...BUT IT DEFINATELY ISNT OK!",2.0,"useless, confused, hard, tutorial, assumes, silence, definitely not ok",-0.5702,negative,William Hollinrake,"useless, confused, tutorial, silence, assumes",useless,confused,tutorial,silence,assumes
"Horrible. Even if you\'re interested in the subject he\'s teaching, don\'t take him. If he\'s the only one, find another course, it will ruin any gpa you currently have.",1.7,"Horrible, ruin, gpa",-0.8074,negative,Clark,"gpa, horrible, ruin",gpa,horrible,ruin,,
I took the hybrid version with Feth and have no regrets! Show up for every lab for easy points and keep up on your reading and powerpoints. Tests were straight from the material.,2.1,"friendly, engaging, organized, knowledgeable",0.6808,positive,Robert Warden,"knowledgeable, friendly, engaging, organized",knowledgeable,friendly,engaging,organized,
"Horrible, horrible, horrible. Once this teacher has it out for you, do not ever plan on passing her class!",2.7,"Horrible, teacher has it out for you",-0.5423,negative,Robin Hochstrasser,"horrible, teacher has it out for you",horrible,teacher has it out for you,,,
"he\'s a great envi sci professor because he doesn\'t make you feel depressed about the subject. he wants to inspire you to help save the planet. you should take this class, it\'s one of a kind.",3.8,"inspiring, great, positive, unique",0.8885,positive,Robert Warden,"great, inspiring, positive, unique",great,inspiring,positive,unique,
"Nice, friendly, understanding, and interesting",3.8,"Nice, friendly, understanding, interesting",0.8271,positive,Robert Warden,"nice, interesting, friendly, understanding",nice,interesting,friendly,understanding,
"Paul is very very very good at what he does. Very open and responsive to students. He was our dept. chair for 12 years, helped erect 2 multi-million dollar music buildings. And we love his Bill Cosby sweaters.",3.5,"experienced, open, responsive, accomplished, influential, stylish",0.8074,positive,Dana Baylard,"responsive, accomplished, experienced, influential, stylish",responsive,accomplished,experienced,influential,stylish
Experience counts and this lady has it.,3.8,Experienced,0.0,neutral,Ruben Mouhiddan,experienced,experienced,,,,
"Mrs. Dalrymple is a fantastic teacher and a great friend. She is always enthusiastic about choir and singing, and is a very hard-working professor; being a singer herself, directing the Stonehill College Choir, OAHS Concert Choir and Show Choir.",5.0,"enthusiastic, hard-working, singer, director",0.4939,positive,Jans Wager,"singer, director, enthusiastic, hard-working",singer,director,enthusiastic,hard-working,
every test we have taken i went to his office and he was able to show me on the outline where the answer was. True there are no assignments but there is optional extra Credit if U do all of them it will raise your final grade a whole letter grade. U have to study isn\'t that why you\'re in school? It is not an EASY A but he is more than fair. D\'Bora,2.9,"fair, helpful, optional extra credit, study",0.7717,positive,Mima Petrovic,"helpful, fair, study, optional extra credit",helpful,fair,study,optional extra credit,
"He\'s a very easy grader but this isn\'t an easy A. The classes are a bit tedious and repetitive, and if you don\'t have a solid background in statistics the readings can be confusing.",4.3,"easy grader, tedious, repetitive, confusing, NA",-0.0,neutral,Pat Ledbetter,"tedious, repetitive, confusing, na, easy grader",tedious,repetitive,confusing,na,easy grader
"Clear, intelligent, and a delight to work with.",3.8,"Clear, intelligent, delightful",0.8555,positive,William Hollinrake,"intelligent, delightful, clear",intelligent,delightful,clear,,
"Probably the best professor at Queen\'s Law. Friendly, engaging, and knows the material cold. His evaluations are challenging but fair. Plus, the dude is jacked. Highly recommended.",4.0,"friendly, engaging, knowledgeable, challenging, fair, recommended, jacked",0.8519,positive,Pat Ledbetter,"knowledgeable, friendly, engaging, challenging, fair",knowledgeable,friendly,engaging,challenging,fair
"Awesome. Very interesting, dedicated prof.\r Strange, but in a really cool way.",3.9,"awesome, interesting, dedicated, strange, cool",0.8834,positive,Leslie Looney,"awesome, interesting, cool, strange, dedicated",awesome,interesting,cool,strange,dedicated
Professor is super caught up in his own opinions and thoughts on the material. He is incredibly knowledgeable but does not present the lectures in a way that is understandable to students unfamiliar with the topics. Final exam was released late in the semester.,3.8,"knowledgeable, opinionated, unclear presentation, late release of final exam",-0.25,negative,Rich Carter,"opinionated, knowledgeable, unclear presentation, late release of final exam",opinionated,knowledgeable,unclear presentation,late release of final exam,
"Expects you to have basic knowledge before class and have all chapters read. Doesnt waste any class time, and uses all of his time proficiently. He is quite experienced and a knowledgeable programmer although he is not good at teaching.",3.3,"experienced, knowledgeable, proficient",0.0,neutral,Robert Warden,"knowledgeable, proficient, experienced",knowledgeable,proficient,experienced,,
"OMG I took intro to physiological psych and I hated the class SO much. I had a really HARD time trying to pass, EVERY SINGLE DETAIL THAT HE SPEAKS ABOUT IN CLASS IS IN THE TEST. Things that you would think wouldn\'t be on the the test are on the test. He is funny in a weird way and he knows his stuff but he can\'t teach and the class is SO DIFFICULT",3.3,"difficult, detailed, knowledgeable, funny",0.1027,positive,Sally Mallory,"knowledgeable, funny, difficult, detailed",knowledgeable,funny,difficult,detailed,
Passive aggressive. Doesn\'t treat students with respect and is more of a dictator instead of a mentor.,3.2,"passive aggressive, disrespectful, dictator",0.0516,positive,Leslie Looney,"disrespectful, dictator, passive aggressive",disrespectful,dictator,passive aggressive,,
I would make Dr. Chambers a REQUIRED professor to take if you plan on going to medical school. His approach will teach you what to expect when you get there. Dr. Chambers is very demanding but can teach you a lot if you put in the work. I\'m an A student (that made a C in his class) but I received a lot of knowledge and suggest him often.,3.1,"demanding, knowledgeable, recommended",-0.0258,neutral,Robert Warden,"recommended, knowledgeable, demanding",recommended,knowledgeable,demanding,,
"Professor Patierno is easily one of the best professors I\'ve ever had. He\'s helpful, kind, polite, and extremely knowledgeable. All of his tests are made up directly from his notes, so as long as you show up to class every day and study your notes, you\'ll get an A. I highly recommend taking one of his classes -- you\'ll have fun and learn a lot.",4.8,"helpful, kind, polite, extremely knowledgeable, highly recommend, fun, learn a lot",0.9159,positive,Leslie Looney,"polite, helpful, fun, kind, learn a lot",polite,helpful,fun,kind,learn a lot
"Fun in class, but ridiculous grading.",3.5,"Fun, ridiculous, grading",0.2023,positive,Mara Merlino,"ridiculous, fun, grading",ridiculous,fun,grading,,
"Long lectures, funny, no homework",2.8,"long lectures, funny, NA",0.4404,positive,Leslie Looney,"na, funny, long lectures",na,funny,long lectures,,
It would be nice if she stopped talking about her self and teach for a little while. How many times do we have to hear about how many awards she has won?,4.5,"arrogant, self-centered, boastful",-0.4939,negative,Robert Warden,"boastful, arrogant, self-centered",boastful,arrogant,self-centered,,
"Most of this class is online. If you take the in-class version, it\'s still mostly online. Work is hard, but she is enthusiastic about it and doesn\'t understand that we don\'t share her passion. I will avoid taking any more classes from her, although I worked my butt off and got an A.",1.6,"hardworking, enthusiastic, passionate",0.765,positive,William Hollinrake,"passionate, enthusiastic, hardworking",passionate,enthusiastic,hardworking,,
